Time;Cloud Density;Current Task;Time of Day;Visibility;Rain Coefficient;Sky Saturation;Snow Coefficient;Water Accumulation;Acceleration;Acceleration Pedal;Acceleration X;Acceleration Y;Acceleration Z;Acceleration Heading;Acceleration Pitch;Acceleration Roll;Position Heading;Position Pitch;Position Roll;Velocity Heading;Velocity Pitch;Velocity Roll;Appear Radius (Behind);Appear Radius (Front);Brake Force;Clutch Pedal;Collision State;Fuel Consumption;Disappear Radius (Behind);Disappear Radius (Front);Distance to Next Intersection;Distance To Next Vehicle;RPMs;Engine State;Fast Lane;Fog Lights State;Appear Factor (Front);Gear Lever Position;Engine Gear;Headlights State;Horn State;Ignition Key Position;Turn Signal State;Lane Number;Lane Direction;Lane Type (Vehicle);Next Intersection Direction;Next Vehicle In Path;Out of Road State;Parking Brake Position;Collision Entity;Pollution;Position X;Position Y;Position Z;Queen Identifier;Road Identifier;Vehicle Transmission;Safety Distance;Safety Time;Slow Lane;Speed;Speed X;Speed Y;Speed Z;Speed Limit;Steering Wheel Angle;Trip Meter;Warning Lights State;Channel;Cartesian Distance;Curvilign Distance;Warning Lights State;Wiper State;Rear Wiper State;Brake Temperature;Vehicle Class;
0.0499701686203;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000152039487148;0.0;0.0;0.0;0.0;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;326.001953125;99000.0;0.0;0.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;-900.086914062;194.760879517;0.0;0.0;8.0;0.0;0.5;3.74000000954;3.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;24.853515625;0.0;26.9805107117;24.853515625;24.853515625;0.0;0.0;0.0;1.0;
0.0999665409327;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;2.03546524048;0.633814096451;2.03546524048;-5.40353585166e-06;0.0;0.0;0.0;0.0;0.000152039487148;0.0;0.0;0.0;-1.06346094608;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;326.001953125;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;3.0;-1.0;-1.0;0.0;0.0;0.0;-900.082519531;194.760879517;-0.000578996259719;0.0;8.0;0.0;0.5;3.74000000954;3.0;0.36607375741;0.101687155664;-2.69892098004e-07;-0.0233063045889;50.0;4.60457897939e-13;0.0;24.853515625;0.0;26.9805107117;24.853515625;24.853515625;0.0;0.0;0.0;1.0;
0.149976462126;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.48304355145;0.461675941944;1.48304355145;-3.93417803934e-06;0.0;0.0;0.0;0.0;0.000152039487148;-0.0520794987679;6.37790083965e-18;0.0;-0.612731158733;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;326.0;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-900.07434082;194.760879517;-0.00173776980955;0.0;8.0;0.0;0.5;3.74000000954;3.0;0.63277810812;0.175771698356;-4.66502513063e-07;-0.0195985287428;50.0;3.09435179702e-08;0.0;24.8447265625;0.0;26.9556674957;24.8447265625;24.8447265625;0.0;0.0;0.0;1.0;
0.199978262186;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.39127647877;0.433134317398;1.39127647877;-2.00002523343e-06;0.0;-0.00131481781136;0.0;0.0;0.000152039487148;-0.0848904550076;1.03960894838e-17;-0.00096597452648;-0.468275994062;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.994140625;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-900.062683105;194.760879517;-0.00250545633025;0.0;8.0;0.0;0.5;3.74000000954;3.0;0.883197665215;0.245332688093;-4.5890118372e-07;-0.0142459627241;50.0;-0.0030225017108;0.0116899413988;24.83203125;0.0;26.9342517853;24.83203125;24.83203125;0.0;0.0;0.0;1.0;
0.249986365438;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.39228606224;0.433451682329;1.39228606224;1.11013014248e-06;0.0;0.037698790431;0.0;0.0;5.88542970945e-05;-0.11050979048;1.35335632133e-17;-0.00495806103572;-0.448684692383;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.986328125;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-900.047424316;194.760879517;-0.00343274255283;0.0;8.0;0.0;0.5;3.74000000954;3.0;1.13377785683;0.314938277006;6.98496762652e-07;-0.0225920639932;50.0;-0.0120848892257;0.026945464313;24.814453125;0.0;26.9065494537;24.814453125;24.814453125;0.0;0.0;0.0;1.0;
0.299982130527;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.41217422485;0.439645826817;1.41217422485;4.60525870949e-06;0.0;-0.00903186667711;0.0;0.0;-0.000375033530872;-0.144064769149;1.76428839999e-17;-0.0136220268905;-0.365328609943;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.967773438;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-900.028747559;194.760879517;-0.00451675988734;0.0;8.0;0.0;0.5;3.74000000954;3.0;1.38794231415;0.385539531708;5.22931441083e-06;-0.0206268820912;50.0;-0.0271224621683;0.0456784404814;24.7783203125;0.0;26.8722229004;24.7783203125;24.7783203125;0.0;0.0;0.0;1.0;
0.349991172552;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.436175704;0.447124093771;1.436175704;8.01615260571e-06;0.0;0.0808436796069;0.0;0.0;-0.00145823240746;-0.173283621669;2.12211879205e-17;-0.0286501422524;-0.307397246361;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.950195312;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-900.006530762;194.760879517;-0.00542347086594;0.0;8.0;0.0;0.5;3.74000000954;3.0;1.64642953873;0.457341521978;1.71903357113e-05;-0.0177466329187;50.0;-0.0480886362493;0.067921563983;24.7421875;0.0;26.8313179016;24.7421875;24.7421875;0.0;0.0;0.0;1.0;
0.399986028671;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;1.46136081219;0.454969465733;1.46136081219;9.97803545033e-06;0.0;-0.0850118920207;0.0;0.0;-0.00358631252311;-0.197550833225;2.41930956602e-17;-0.051749907434;-0.261569142342;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.928710938;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-899.980712891;194.760879517;-0.00615463126451;0.0;8.0;0.0;0.530408263206;3.74000000954;3.0;1.9094697237;0.530408263206;4.3068175728e-05;-0.0143254026771;50.0;-0.074895478785;0.0937570556998;24.69921875;0.0;26.7837677002;24.69921875;24.69921875;0.0;0.0;0.0;1.0;
0.449959218502;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;-24.0295696259;0.463001072407;-24.0295696259;0.080038189888;0.0;3.28538656235;0.0;0.0;-0.0072397980839;-0.218168854713;2.67181091478e-17;-0.082218401134;0.117482095957;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.903320312;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-899.951721191;194.760879517;-0.00671817082912;0.0;8.0;0.0;0.587524116039;3.74000000954;3.0;2.1150867939;0.587524116039;8.91494419193e-05;-0.0128361843526;50.0;-0.107423581183;0.122738420963;24.6494140625;0.0;26.7295265198;24.6494140625;24.6494140625;0.0;0.0;0.0;1.0;
0.499989897013;0.20000000298;0.0;12.0;20000.0;0.0;1.0;0.0;0.0;-13.1369371414;0.469676911831;-13.1369371414;0.108371637762;0.0;2.51404118538;0.0;0.0;-0.0128025421873;-0.2272631675;2.7831854903e-17;-0.118951760232;0.15118317306;0.0;500.0;500.0;0.0;0.0;0.0;0.0;500.0;1000.0;325.875976562;99000.0;750.0;1.0;5.0;0.0;0.75;1.0;1.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;3.0;19.0;-1.0;0.0;0.0;0.0;-899.920959473;194.760879517;-0.00678142393008;0.0;8.0;0.0;0.627392351627;3.74000000954;3.0;2.25861239433;0.627392351627;0.000159310657182;0.0047798641026;50.0;-0.145541861653;0.153515651822;24.59375;0.0;26.6698207855;24.59375;24.59375;0.0;0.0;0.0;1.0;
